citizen,age,Age class,Sex,ISO2,Country,year,count,ISO3,region,sub-region,non_eu_portion
NEU27_2020_FOR,TOTAL,Total,Total,PT,Portugal,2024,866111,PRT,Europe,Southern Europe,0.08140350606773145
NEU27_2020_FOR,TOTAL,Total,Total,RO,Romania,2017,62820,ROU,Europe,Eastern Europe,0.003197931332442372
NEU27_2020_FOR,TOTAL,Total,Total,RO,Romania,2018,59673,ROU,Europe,Eastern Europe,0.003054908646339073
NEU27_2020_FOR,TOTAL,Total,Total,RO,Romania,2019,62989,ROU,Europe,Eastern Europe,0.003244437727800591
NEU27_2020_FOR,TOTAL,Total,Total,RO,Romania,2020,79402,ROU,Europe,Eastern Europe,0.004107955170403932
NEU27_2020_FOR,TOTAL,Total,Total,RO,Romania,2021,83783,ROU,Europe,Eastern Europe,0.004363320216760403
NEU27_2020_FOR,TOTAL,Total,Total,RO,Romania,2023,158506,ROU,Europe,Eastern Europe,0.008318538965080672
NEU27_2020_FOR,TOTAL,Total,Total,RO,Romania,2024,172291,ROU,Europe,Eastern Europe,0.009035810320095223
NEU27_2020_FOR,TOTAL,Total,Total,SE,Sweden,2017,525253,SWE,Europe,Northern Europe,0.052550771358877646
NEU27_2020_FOR,TOTAL,Total,Total,SE,Sweden,2018,563881,SWE,Europe,Northern Europe,0.055718134013000874
NEU27_2020_FOR,TOTAL,Total,Total,SE,Sweden,2019,598363,SWE,Europe,Northern Europe,0.05848994910649221
NEU27_2020_FOR,TOTAL,Total,Total,SE,Sweden,2020,604332,SWE,Europe,Northern Europe,0.05851627131947253
NEU27_2020_FOR,TOTAL,Total,Total,SE,Sweden,2021,578657,SWE,Europe,Northern Europe,0.0557510890672247
NEU27_2020_FOR,TOTAL,Total,Total,SE,Sweden,2022,556363,SWE,Europe,Northern Europe,0.053228630641639
NEU27_2020_FOR,TOTAL,Total,Total,SE,Sweden,2023,535246,SWE,Europe,Northern Europe,0.05087137301745103
NEU27_2020_FOR,TOTAL,Total,Total,SE,Sweden,2024,512595,SWE,Europe,Northern Europe,0.04857934360762671
NEU27_2020_FOR,TOTAL,Total,Total,SI,Slovenia,2017,96197,SVN,Europe,Southern Europe,0.04656432200087613
NEU27_2020_FOR,TOTAL,Total,Total,SI,Slovenia,2018,102858,SVN,Europe,Southern Europe,0.04976486298188574
NEU27_2020_FOR,TOTAL,Total,Total,SI,Slovenia,2019,118088,SVN,Europe,Southern Europe,0.0567483041057077
NEU27_2020_FOR,TOTAL,Total,Total,SI,Slovenia,2020,135474,SVN,Europe,Southern Europe,0.06463882862460822
NEU27_2020_FOR,TOTAL,Total,Total,SI,Slovenia,2021,147531,SVN,Europe,Southern Europe,0.06995382121284395
NEU27_2020_FOR,TOTAL,Total,Total,SI,Slovenia,2022,151250,SVN,Europe,Southern Europe,0.07177839577065082
NEU27_2020_FOR,TOTAL,Total,Total,SI,Slovenia,2023,168971,SVN,Europe,Southern Europe,0.07981730509425727
NEU27_2020_FOR,TOTAL,Total,Total,SI,Slovenia,2024,182415,SVN,Europe,Southern Europe,0.08588483056796561
NEU27_2020_FOR,TOTAL,Total,Total,SK,Slovakia,2017,16575,SVK,Europe,Eastern Europe,0.0030494855614447884
NEU27_2020_FOR,TOTAL,Total,Total,SK,Slovakia,2018,17448,SVK,Europe,Eastern Europe,0.003205514484339864
NEU27_2020_FOR,TOTAL,Total,Total,SK,Slovakia,2019,18483,SVK,Europe,Eastern Europe,0.0033911141909955212
NEU27_2020_FOR,TOTAL,Total,Total,SK,Slovakia,2020,19491,SVK,Europe,Eastern Europe,0.003571171406883231
NEU27_2020_FOR,TOTAL,Total,Total,SK,Slovakia,2021,20468,SVK,Europe,Eastern Europe,0.0037488683154141165
NEU27_2020_FOR,TOTAL,Total,Total,SK,Slovakia,2022,22217,SVK,Europe,Eastern Europe,0.004087981111050595
NEU27_2020_FOR,TOTAL,Total,Total,SK,Slovakia,2023,22555,SVK,Europe,Eastern Europe,0.004154699609047464
NEU27_2020_FOR,TOTAL,Total,Total,SK,Slovakia,2024,23580,SVK,Europe,Eastern Europe,0.0043467945708204
NEU27_2020_FOR,TOTAL,Total,Total,TR,Türkiye,2019,1073583,TUR,Asia,Western Asia,0.013091855822142664
NEU27_2020_FOR,TOTAL,Total,Total,TR,Türkiye,2020,1371636,TUR,Asia,Western Asia,0.016494931747757745
NEU27_2020_FOR,TOTAL,Total,Total,TR,Türkiye,2023,1626684,TUR,Asia,Western Asia,0.019074724746739703
NEU27_2020_FOR,TOTAL,Total,Total,TR,Türkiye,2024,1371425,TUR,Asia,Western Asia,0.01606403673169367
NEU27_2020_FOR,TOTAL,Total,Total,UK,United Kingdom,2017,2445610,GBR,Europe,Northern Europe,0.037142408203906734
NEU27_2020_FOR,TOTAL,Total,Total,UK,United Kingdom,2018,2425737,GBR,Europe,Northern Europe,0.03660187281881394
NEU27_2020_FOR,TOTAL,Total,Total,UK,United Kingdom,2019,2490089,GBR,Europe,Northern Europe,0.03736229410810779
NEU28_FOR,TOTAL,Total,Total,AT,Austria,2014,539292,AUT,Europe,Western Europe,0.06338805418942131
NEU28_FOR,TOTAL,Total,Total,AT,Austria,2015,566370,AUT,Europe,Western Europe,0.06597261292642476
NEU28_FOR,TOTAL,Total,Total,AT,Austria,2016,639645,AUT,Europe,Western Europe,0.07351843365721235
NEU28_FOR,TOTAL,Total,Total,AT,Austria,2017,673207,AUT,Europe,Western Europe,0.07673741702397108
NEU28_FOR,TOTAL,Total,Total,AT,Austria,2018,687452,AUT,Europe,Western Europe,0.07792237528063932
NEU28_FOR,TOTAL,Total,Total,AT,Austria,2019,692473,AUT,Europe,Western Europe,0.07816803113297267
NEU28_FOR,TOTAL,Total,Total,AT,Austria,2020,700601,AUT,Europe,Western Europe,0.07870980368189691
NEU28_FOR,TOTAL,Total,Total,BE,Belgium,2014,410127,BEL,Europe,Western Europe,0.03668123325259998
NEU28_FOR,TOTAL,Total,Total,BE,Belgium,2015,419822,BEL,Europe,Western Europe,0.03735977248574699
NEU28_FOR,TOTAL,Total,Total,BE,Belgium,2016,450827,BEL,Europe,Western Europe,0.039856983178584396
NEU28_FOR,TOTAL,Total,Total,BE,Belgium,2017,455108,BEL,Europe,Western Europe,0.04009152087607463
NEU28_FOR,TOTAL,Total,Total,BE,Belgium,2018,462435,BEL,Europe,Western Europe,0.04056949504890474
NEU28_FOR,TOTAL,Total,Total,BE,Belgium,2019,478327,BEL,Europe,Western Europe,0.04175515749220965
NEU28_FOR,TOTAL,Total,Total,BE,Belgium,2020,496596,BEL,Europe,Western Europe,0.043098163236258986
NEU28_FOR,TOTAL,Total,Total,BG,Bulgaria,2014,39760,BGR,Europe,Eastern Europe,0.005586268009075719
NEU28_FOR,TOTAL,Total,Total,BG,Bulgaria,2015,49881,BGR,Europe,Eastern Europe,0.007095760979502652
NEU28_FOR,TOTAL,Total,Total,BG,Bulgaria,2016,56914,BGR,Europe,Eastern Europe,0.008202331281429432
NEU28_FOR,TOTAL,Total,Total,BG,Bulgaria,2017,61718,BGR,Europe,Eastern Europe,0.009010561035097652
NEU28_FOR,TOTAL,Total,Total,BG,Bulgaria,2018,67915,BGR,Europe,Eastern Europe,0.010050436424089792
NEU28_FOR,TOTAL,Total,Total,BG,Bulgaria,2019,76291,BGR,Europe,Eastern Europe,0.011447925227676277
NEU28_FOR,TOTAL,Total,Total,BG,Bulgaria,2020,85287,BGR,Europe,Eastern Europe,0.012982711181979746
NEU28_FOR,TOTAL,Total,Total,CH,Switzerland,2014,663337,CHE,Europe,Western Europe,0.08149472623513278
NEU28_FOR,TOTAL,Total,Total,CH,Switzerland,2015,674074,CHE,Europe,Western Europe,0.08182827514492576
NEU28_FOR,TOTAL,Total,Total,CH,Switzerland,2016,689304,CHE,Europe,Western Europe,0.08277813978075989
NEU28_FOR,TOTAL,Total,Total,CH,Switzerland,2017,716052,CHE,Europe,Western Europe,0.08504635045815988
NEU28_FOR,TOTAL,Total,Total,CH,Switzerland,2018,727066,CHE,Europe,Western Europe,0.08569717814319205
NEU28_FOR,TOTAL,Total,Total,CH,Switzerland,2019,734172,CHE,Europe,Western Europe,0.08592307099035441
NEU28_FOR,TOTAL,Total,Total,CH,Switzerland,2020,742749,CHE,Europe,Western Europe,0.08630561839583929
NEU28_FOR,TOTAL,Total,Total,CY,Cyprus,2014,64895,CYP,Asia,Western Asia,0.07545649464205983
NEU28_FOR,TOTAL,Total,Total,CY,Cyprus,2015,63095,CYP,Asia,Western Asia,0.07329417805275276
NEU28_FOR,TOTAL,Total,Total,CY,Cyprus,2016,62217,CYP,Asia,Western Asia,0.07203009155278525
NEU28_FOR,TOTAL,Total,Total,CY,Cyprus,2017,62819,CYP,Asia,Western Asia,0.07221587395014013
NEU28_FOR,TOTAL,Total,Total,CY,Cyprus,2018,64785,CYP,Asia,Western Asia,0.07373654252612961
NEU28_FOR,TOTAL,Total,Total,CY,Cyprus,2019,70027,CYP,Asia,Western Asia,0.0786648752968454
NEU28_FOR,TOTAL,Total,Total,CY,Cyprus,2020,77583,CYP,Asia,Western Asia,0.08597130632991626
NEU28_FOR,TOTAL,Total,Total,CZ,Czechia,2014,261302,CZE,Europe,Eastern Europe,0.024856505434191694
NEU28_FOR,TOTAL,Total,Total,CZ,Czechia,2015,272993,CZE,Europe,Eastern Europe,0.025904903791180246
NEU28_FOR,TOTAL,Total,Total,CZ,Czechia,2016,280907,CZE,Europe,Eastern Europe,0.02661656043206252
NEU28_FOR,TOTAL,Total,Total,CZ,Czechia,2017,302579,CZE,Europe,Eastern Europe,0.028602339391349887
NEU28_FOR,TOTAL,Total,Total,CZ,Czechia,2018,296072,CZE,Europe,Eastern Europe,0.027904850634610283
NEU28_FOR,TOTAL,Total,Total,CZ,Czechia,2019,324947,CZE,Europe,Eastern Europe,0.030512028394899436
NEU28_FOR,TOTAL,Total,Total,CZ,Czechia,2020,341646,CZE,Europe,Eastern Europe,0.0319476294001677
NEU28_FOR,TOTAL,Total,Total,DE,Germany,2014,3826401,DEU,Europe,Western Europe,0.04737552546376256
NEU28_FOR,TOTAL,Total,Total,DE,Germany,2015,4055321,DEU,Europe,Western Europe,0.049943891771002856
NEU28_FOR,TOTAL,Total,Total,DE,Germany,2016,4840650,DEU,Europe,Western Europe,0.05890611144776112
NEU28_FOR,TOTAL,Total,Total,DE,Germany,2017,5223701,DEU,Europe,Western Europe,0.06330097386682257
NEU28_FOR,TOTAL,Total,Total,DE,Germany,2018,5462268,DEU,Europe,Western Europe,0.06597551505694046
NEU28_FOR,TOTAL,Total,Total,DE,Germany,2019,5694104,DEU,Europe,Western Europe,0.0685877858177239
NEU28_FOR,TOTAL,Total,Total,DE,Germany,2020,5932244,DEU,Europe,Western Europe,0.07132954915098182
NEU28_FOR,TOTAL,Total,Total,DK,Denmark,2014,233023,DNK,Europe,Northern Europe,0.041409857594360285
NEU28_FOR,TOTAL,Total,Total,DK,Denmark,2015,244380,DNK,Europe,Northern Europe,0.04317885264540706
NEU28_FOR,TOTAL,Total,Total,DK,Denmark,2016,267192,DNK,Europe,Northern Europe,0.0468162342956355
NEU28_FOR,TOTAL,Total,Total,DK,Denmark,2017,274990,DNK,Europe,Northern Europe,0.04783458858757414
NEU28_FOR,TOTAL,Total,Total,DK,Denmark,2018,284537,DNK,Europe,Northern Europe,0.04921772161094861
NEU28_FOR,TOTAL,Total,Total,DK,Denmark,2019,292993,DNK,Europe,Northern Europe,0.050463126504780076
NEU28_FOR,TOTAL,Total,Total,DK,Denmark,2020,298005,DNK,Europe,Northern Europe,0.05117931126511589
NEU28_FOR,TOTAL,Total,Total,EE,Estonia,2014,187087,EST,Europe,Northern Europe,0.1421829294150639
NEU28_FOR,TOTAL,Total,Total,EE,Estonia,2015,183276,EST,Europe,Northern Europe,0.13938716375002852
NEU28_FOR,TOTAL,Total,Total,EE,Estonia,2016,182266,EST,Europe,Northern Europe,0.13850589386782416
NEU28_FOR,TOTAL,Total,Total,EE,Estonia,2017,179888,EST,Europe,Northern Europe,0.1367309322114416
NEU28_FOR,TOTAL,Total,Total,EE,Estonia,2018,178270,EST,Europe,Northern Europe,0.13514179389038103
NEU28_FOR,TOTAL,Total,Total,EE,Estonia,2019,178267,EST,Europe,Northern Europe,0.13455941184462794
NEU28_FOR,TOTAL,Total,Total,EE,Estonia,2020,178791,EST,Europe,Northern Europe,0.1345329035287319
NEU28_FOR,TOTAL,Total,Total,EL,Greece,2014,662335,GRC,Europe,Southern Europe,0.06061560344206684
NEU28_FOR,TOTAL,Total,Total,EL,Greece,2015,623246,GRC,Europe,Southern Europe,0.05739961013142546
NEU28_FOR,TOTAL,Total,Total,EL,Greece,2016,591693,GRC,Europe,Southern Europe,0.054868956507514825
NEU28_FOR,TOTAL,Total,Total,EL,Greece,2017,604813,GRC,Europe,Southern Europe,0.05616661959903579
NEU28_FOR,TOTAL,Total,Total,EL,Greece,2018,604904,GRC,Europe,Southern Europe,0.05631642377712287
NEU28_FOR,TOTAL,Total,Total,EL,Greece,2019,618522,GRC,Europe,Southern Europe,0.05767320531052023
NEU28_FOR,TOTAL,Total,Total,EL,Greece,2020,715227,GRC,Europe,Southern Europe,0.06672786888916567
NEU28_FOR,TOTAL,Total,Total,ES,Spain,2014,2720310,ESP,Europe,Southern Europe,0.05850664525338061
NEU28_FOR,TOTAL,Total,Total,ES,Spain,2015,2558328,ESP,Europe,Southern Europe,0.055105831202797446
NEU28_FOR,TOTAL,Total,Total,ES,Spain,2016,2553989,ESP,Europe,Southern Europe,0.05502047399502323
NEU28_FOR,TOTAL,Total,Total,ES,Spain,2017,2571062,ESP,Europe,Southern Europe,0.055294755987717416
NEU28_FOR,TOTAL,Total,Total,ES,Spain,2018,2740182,ESP,Europe,Southern Europe,0.0587453722333357
NEU28_FOR,TOTAL,Total,Total,ES,Spain,2019,2993640,ESP,Europe,Southern Europe,0.06380449554381555
NEU28_FOR,TOTAL,Total,Total,ES,Spain,2020,3344102,ESP,Europe,Southern Europe,0.07067286162468656
NEU28_FOR,TOTAL,Total,Total,FI,Finland,2014,121882,FIN,Europe,Northern Europe,0.02235845958831612
NEU28_FOR,TOTAL,Total,Total,FI,Finland,2015,127792,FIN,Europe,Northern Europe,0.02335485538181274
NEU28_FOR,TOTAL,Total,Total,FI,Finland,2016,133136,FIN,Europe,Northern Europe,0.024262534561573727
NEU28_FOR,TOTAL,Total,Total,FI,Finland,2017,143757,FIN,Europe,Northern Europe,0.026121977425532367
NEU28_FOR,TOTAL,Total,Total,FI,Finland,2018,148491,FIN,Europe,Northern Europe,0.02693406467832248
NEU28_FOR,TOTAL,Total,Total,FI,Finland,2019,155056,FIN,Europe,Northern Europe,0.028100448738011558
NEU28_FOR,TOTAL,Total,Total,FI,Finland,2020,163756,FIN,Europe,Northern Europe,0.02963752865911883
NEU28_FOR,TOTAL,Total,Total,FR,France,2014,2761041,FRA,Europe,Western Europe,0.04172901240184155
NEU28_FOR,TOTAL,Total,Total,FR,France,2015,2932149,FRA,Europe,Western Europe,0.044120230064172865
NEU28_FOR,TOTAL,Total,Total,FR,France,2016,3021074,FRA,Europe,Western Europe,0.04533533830371145
NEU28_FOR,TOTAL,Total,Total,FR,France,2017,3049039,FRA,Europe,Western Europe,0.045637590140945754
NEU28_FOR,TOTAL,Total,Total,FR,France,2018,3381026,FRA,Europe,Western Europe,0.05044333095655217
NEU28_FOR,TOTAL,Total,Total,FR,France,2019,3465140,FRA,Europe,Western Europe,0.051495255546658306
NEU28_FOR,TOTAL,Total,Total,FR,France,2020,3599935,FRA,Europe,Western Europe,0.05335319708726003
NEU28_FOR,TOTAL,Total,Total,HR,Croatia,2014,16250,HRV,Europe,Southern Europe,0.003852872891707954
NEU28_FOR,TOTAL,Total,Total,HR,Croatia,2015,16449,HRV,Europe,Southern Europe,0.0039343062463599475
NEU28_FOR,TOTAL,Total,Total,HR,Croatia,2016,16463,HRV,Europe,Southern Europe,0.003985122660589212
NEU28_FOR,TOTAL,Total,Total,HR,Croatia,2017,16401,HRV,Europe,Southern Europe,0.004021066159912464
NEU28_FOR,TOTAL,Total,Total,HR,Croatia,2018,16462,HRV,Europe,Southern Europe,0.004100797615349568
NEU28_FOR,TOTAL,Total,Total,HR,Croatia,2019,16632,HRV,Europe,Southern Europe,0.004190818298092361
NEU28_FOR,TOTAL,Total,Total,HR,Croatia,2020,17565,HRV,Europe,Southern Europe,0.004465476262809485
NEU28_FOR,TOTAL,Total,Total,HU,Hungary,2014,59335,HUN,Europe,Eastern Europe,0.006023725162603017
NEU28_FOR,TOTAL,Total,Total,HU,Hungary,2015,64821,HUN,Europe,Eastern Europe,0.006603701887292991
NEU28_FOR,TOTAL,Total,Total,HU,Hungary,2016,71062,HUN,Europe,Eastern Europe,0.007266311725611504
NEU28_FOR,TOTAL,Total,Total,HU,Hungary,2017,71414,HUN,Europe,Eastern Europe,0.007332140502678838
NEU28_FOR,TOTAL,Total,Total,HU,Hungary,2018,83418,HUN,Europe,Eastern Europe,0.00858770462817549
NEU28_FOR,TOTAL,Total,Total,HU,Hungary,2019,106145,HUN,Europe,Eastern Europe,0.01094247666457188
NEU28_FOR,TOTAL,Total,Total,HU,Hungary,2020,118534,HUN,Europe,Eastern Europe,0.012233398724541189
NEU28_FOR,TOTAL,Total,Total,IE,Ireland,2014,121149,IRL,Europe,Northern Europe,0.026121790863529063
NEU28_FOR,TOTAL,Total,Total,IE,Ireland,2015,117015,IRL,Europe,Northern Europe,0.02501588946703104
NEU28_FOR,TOTAL,Total,Total,IE,Ireland,2016,124709,IRL,Europe,Northern Europe,0.026386257623850946
NEU28_FOR,TOTAL,Total,Total,IE,Ireland,2017,142157,IRL,Europe,Northern Europe,0.029621243897626187
NEU28_FOR,TOTAL,Total,Total,IE,Ireland,2018,159721,IRL,Europe,Northern Europe,0.0328932830532486
NEU28_FOR,TOTAL,Total,Total,IE,Ireland,2019,182846,IRL,Europe,Northern Europe,0.03701103027724368
NEU28_FOR,TOTAL,Total,Total,IE,Ireland,2020,208335,IRL,Europe,Northern Europe,0.04156226309699557
NEU28_FOR,TOTAL,Total,Total,IS,Iceland,2014,4478,ISL,Europe,Northern Europe,0.013750072926358195
NEU28_FOR,TOTAL,Total,Total,IS,Iceland,2015,4368,ISL,Europe,Northern Europe,0.013272561531449407
NEU28_FOR,TOTAL,Total,Total,IS,Iceland,2016,4535,ISL,Europe,Northern Europe,0.013637908272661934
NEU28_FOR,TOTAL,Total,Total,IS,Iceland,2017,5040,ISL,Europe,Northern Europe,0.014895861965012457
NEU28_FOR,TOTAL,Total,Total,IS,Iceland,2018,5812,ISL,Europe,Northern Europe,0.01667958100157842
NEU28_FOR,TOTAL,Total,Total,IS,Iceland,2019,6710,ISL,Europe,Northern Europe,0.018795992055822136
NEU28_FOR,TOTAL,Total,Total,IS,Iceland,2020,7713,ISL,Europe,Northern Europe,0.021181762757666135
NEU28_FOR,TOTAL,Total,Total,IT,Italy,2014,3405886,ITA,Europe,Southern Europe,0.056439377663280846
NEU28_FOR,TOTAL,Total,Total,IT,Italy,2015,3438718,ITA,Europe,Southern Europe,0.05703109139311017
NEU28_FOR,TOTAL,Total,Total,IT,Italy,2016,3366453,ITA,Europe,Southern Europe,0.055954875257696865
NEU28_FOR,TOTAL,Total,Total,IT,Italy,2017,3341238,ITA,Europe,Southern Europe,0.05562543154085921
NEU28_FOR,TOTAL,Total,Total,IT,Italy,2018,3393850,ITA,Europe,Southern Europe,0.056622894989635
NEU28_FOR,TOTAL,Total,Total,IT,Italy,2019,3494871,ITA,Europe,Southern Europe,0.058426368848698756
NEU28_FOR,TOTAL,Total,Total,IT,Italy,2020,3534578,ITA,Europe,Southern Europe,0.05926374606884389
NEU28_FOR,TOTAL,Total,Total,LI,Liechtenstein,2014,6073,LIE,Europe,Western Europe,0.16356486843168414
NEU28_FOR,TOTAL,Total,Total,LI,Liechtenstein,2015,6028,LIE,Europe,Western Europe,0.16132312797730558
NEU28_FOR,TOTAL,Total,Total,LI,Liechtenstein,2016,6084,LIE,Europe,Western Europe,0.16171389080856946
NEU28_FOR,TOTAL,Total,Total,LI,Liechtenstein,2017,6056,LIE,Europe,Western Europe,0.16016926738957948
NEU28_FOR,TOTAL,Total,Total,LI,Liechtenstein,2018,6095,LIE,Europe,Western Europe,0.15991499186650573
NEU28_FOR,TOTAL,Total,Total,LI,Liechtenstein,2019,6137,LIE,Europe,Western Europe,0.15990932304966388
NEU28_FOR,TOTAL,Total,Total,LI,Liechtenstein,2020,6257,LIE,Europe,Western Europe,0.16148346968797583
NEU28_FOR,TOTAL,Total,Total,LT,Lithuania,2014,16532,LTU,Europe,Northern Europe,0.005608132266707193
NEU28_FOR,TOTAL,Total,Total,LT,Lithuania,2015,16910,LTU,Europe,Northern Europe,0.0057779490775099395
NEU28_FOR,TOTAL,Total,Total,LT,Lithuania,2016,16347,LTU,Europe,Northern Europe,0.0056455147219565864
NEU28_FOR,TOTAL,Total,Total,LT,Lithuania,2017,16297,LTU,Europe,Northern Europe,0.0057000913231787746
NEU28_FOR,TOTAL,Total,Total,LT,Lithuania,2018,16875,LTU,Europe,Northern Europe,0.005970915009553464
NEU28_FOR,TOTAL,Total,Total,LT,Lithuania,2019,18235,LTU,Europe,Northern Europe,0.0064842472085911386
NEU28_FOR,TOTAL,Total,Total,LT,Lithuania,2020,18719,LTU,Europe,Northern Europe,0.006661620362017198
NEU28_FOR,TOTAL,Total,Total,LU,Luxembourg,2014,34482,LUX,Europe,Western Europe,0.06273104351622762
NEU28_FOR,TOTAL,Total,Total,LU,Luxembourg,2015,36429,LUX,Europe,Western Europe,0.06470997836428295
NEU28_FOR,TOTAL,Total,Total,LU,Luxembourg,2016,39618,LUX,Europe,Western Europe,0.06875152928681871
NEU28_FOR,TOTAL,Total,Total,LU,Luxembourg,2017,40795,LUX,Europe,Western Europe,0.06906598811174486
NEU28_FOR,TOTAL,Total,Total,LU,Luxembourg,2018,43438,LUX,Europe,Western Europe,0.07215554688083986
NEU28_FOR,TOTAL,Total,Total,LU,Luxembourg,2019,45030,LUX,Europe,Western Europe,0.07335142549039411
NEU28_FOR,TOTAL,Total,Total,LU,Luxembourg,2020,48210,LUX,Europe,Western Europe,0.07699949529474148
NEU28_FOR,TOTAL,Total,Total,LV,Latvia,2014,298616,LVA,Europe,Northern Europe,0.14919848830958077
NEU28_FOR,TOTAL,Total,Total,LV,Latvia,2015,291440,LVA,Europe,Northern Europe,0.14674013743545125
NEU28_FOR,TOTAL,Total,Total,LV,Latvia,2016,282792,LVA,Europe,Northern Europe,0.14362527978010692
NEU28_FOR,TOTAL,Total,Total,LV,Latvia,2017,273333,LVA,Europe,Northern Europe,0.14016243136305737
NEU28_FOR,TOTAL,Total,Total,LV,Latvia,2018,266167,LVA,Europe,Northern Europe,0.13759816457891655
NEU28_FOR,TOTAL,Total,Total,LV,Latvia,2019,260028,LVA,Europe,Northern Europe,0.13543350722512043
NEU28_FOR,TOTAL,Total,Total,LV,Latvia,2020,253658,LVA,Europe,Northern Europe,0.1329670934514527
NEU28_FOR,TOTAL,Total,Total,MT,Malta,2014,14290,MLT,Europe,Southern Europe,0.03337568549780921
NEU28_FOR,TOTAL,Total,Total,MT,Malta,2015,20735,MLT,Europe,Southern Europe,0.04725333576417771
NEU28_FOR,TOTAL,Total,Total,MT,Malta,2016,26453,MLT,Europe,Southern Europe,0.05883216386624707
NEU28_FOR,TOTAL,Total,Total,MT,Malta,2017,29909,MLT,Europe,Southern Europe,0.06510802721088435
NEU28_FOR,TOTAL,Total,Total,MT,Malta,2018,34022,MLT,Europe,Southern Europe,0.07164985036970581
NEU28_FOR,TOTAL,Total,Total,MT,Malta,2019,47329,MLT,Europe,Southern Europe,0.09600826017104558
NEU28_FOR,TOTAL,Total,Total,MT,Malta,2020,63657,MLT,Europe,Southern Europe,0.12364063668411494
NEU28_FOR,TOTAL,Total,Total,NL,Netherlands,2014,330382,NLD,Europe,Western Europe,0.019631370047778013
NEU28_FOR,TOTAL,Total,Total,NL,Netherlands,2015,338773,NLD,Europe,Western Europe,0.0200448785454542
NEU28_FOR,TOTAL,Total,Total,NL,Netherlands,2016,367744,NLD,Europe,Western Europe,0.021658601859224743
NEU28_FOR,TOTAL,Total,Total,NL,Netherlands,2017,413401,NLD,Europe,Western Europe,0.024201670262465717
NEU28_FOR,TOTAL,Total,Total,NL,Netherlands,2018,451197,NLD,Europe,Western Europe,0.026261265005164982
NEU28_FOR,TOTAL,Total,Total,NL,Netherlands,2019,487514,NLD,Europe,Western Europe,0.028209084707741732
NEU28_FOR,TOTAL,Total,Total,NL,Netherlands,2020,529730,NLD,Europe,Western Europe,0.030430987411522045
NEU28_FOR,TOTAL,Total,Total,NO,Norway,2014,176924,NOR,Europe,Northern Europe,0.03462948928334315
NEU28_FOR,TOTAL,Total,Total,NO,Norway,2015,182236,NOR,Europe,Northern Europe,0.03527738771249846
NEU28_FOR,TOTAL,Total,Total,NO,Norway,2016,192577,NOR,Europe,Northern Europe,0.036934705412462826
NEU28_FOR,TOTAL,Total,Total,NO,Norway,2017,207419,NOR,Europe,Northern Europe,0.03944589114730055
NEU28_FOR,TOTAL,Total,Total,NO,Norway,2018,211442,NOR,Europe,Northern Europe,0.03992772138630064
NEU28_FOR,TOTAL,Total,Total,NO,Norway,2019,221353,NOR,Europe,Northern Europe,0.04154357972242846
NEU28_FOR,TOTAL,Total,Total,PL,Poland,2014,71543,POL,Europe,Eastern Europe,0.0018818262660577178
NEU28_FOR,TOTAL,Total,Total,PL,Poland,2015,76595,POL,Europe,Eastern Europe,0.0020153601517923117
NEU28_FOR,TOTAL,Total,Total,PL,Poland,2016,123926,POL,Europe,Eastern Europe,0.0032640271240374817
NEU28_FOR,TOTAL,Total,Total,PL,Poland,2017,180334,POL,Europe,Eastern Europe,0.004749010374855121
NEU28_FOR,TOTAL,Total,Total,PL,Poland,2018,208574,POL,Europe,Eastern Europe,0.005492158913177445
NEU28_FOR,TOTAL,Total,Total,PL,Poland,2019,257507,POL,Europe,Eastern Europe,0.006781351878812662
NEU28_FOR,TOTAL,Total,Total,PL,Poland,2020,321042,POL,Europe,Eastern Europe,0.008457791053923667
NEU28_FOR,TOTAL,Total,Total,PT,Portugal,2014,277562,PRT,Europe,Southern Europe,0.026575981904410646
NEU28_FOR,TOTAL,Total,Total,PT,Portugal,2015,267152,PRT,Europe,Southern Europe,0.025699748949531226
NEU28_FOR,TOTAL,Total,Total,PT,Portugal,2016,256251,PRT,Europe,Southern Europe,0.02471424655742739
NEU28_FOR,TOTAL,Total,Total,PT,Portugal,2017,252465,PRT,Europe,Southern Europe,0.024405774752481468
NEU28_FOR,TOTAL,Total,Total,PT,Portugal,2018,251575,PRT,Europe,Southern Europe,0.024340228159101838
NEU28_FOR,TOTAL,Total,Total,PT,Portugal,2019,283478,PRT,Europe,Southern Europe,0.027432922991405814
NEU28_FOR,TOTAL,Total,Total,PT,Portugal,2020,341077,PRT,Europe,Southern Europe,0.032873639991537675
NEU28_FOR,TOTAL,Total,Total,RO,Romania,2014,52529,ROU,Europe,Eastern Europe,0.0026333875277725406
NEU28_FOR,TOTAL,Total,Total,RO,Romania,2015,54687,ROU,Europe,Eastern Europe,0.0027521499425761024
NEU28_FOR,TOTAL,Total,Total,RO,Romania,2016,58858,ROU,Europe,Eastern Europe,0.0029785555437756525
NEU28_FOR,TOTAL,Total,Total,RO,Romania,2017,60476,ROU,Europe,Eastern Europe,0.0030786070560456045
NEU28_FOR,TOTAL,Total,Total,RO,Romania,2018,57250,ROU,Europe,Eastern Europe,0.002930865215472859
NEU28_FOR,TOTAL,Total,Total,RO,Romania,2019,60518,ROU,Europe,Eastern Europe,0.0031171614474120265
NEU28_FOR,TOTAL,Total,Total,RO,Romania,2020,75911,ROU,Europe,Eastern Europe,0.003927344209724351
